FULL_ADDRESS,Type,Description,Municipality,Community,Days,%,List Price,Sold Price,Expiry Date,Street Name,St#,Bedroom,BedPlus,Wr,Garage Type,Parking Drive Spaces,Pool,Contract Date,Sold Date,Remarks For Clients,Extras,Address,Postal Code,Municipality District
"47 Hewitt Cres, Ajax, ONTARIO, CANADA, L1S7A6",Link,2-Storey,Ajax,South East,26,98,"$649,000 ","$635,000 ",2018-02-28,Hewitt,47,4,1,4,Built-In,2,None,2017-10-29,2017-11-24,"This Beautiful 4 Bedroom Home Has Been Lovingly Taken Care Of With Newer Windows And Roof. The Deck Has Been Freshly Stained. You Must Check Out The Kitchen With Tons Of Storage Space, Perfect For Hosting Your Grand Parties. Finished Walkout Basement With Kitchen Which Makes It Even More Desirable. Steps From Waterfront, School, Public Transportation, List Goes On. This House Is Ready To Move In And To Be Called Your New Home.","Includes: Built In Fridge, Wall Oven And Microwave, Oven The Range Microwave, Cooktop, All Electrical Light Fixtures, All Curtain Rods And Window Coverings, Basement Stove.",47 Hewitt Cres,L1S7A6,Ajax
"7 Hirons Dr, Ajax, ONTARIO, CANADA, L1S 7N4",Detached,2-Storey,Ajax,South East,6,113,"$599,900 ","$676,888 ",2018-03-06,Hirons,7,4,2,4,Attached,2,None,2018-01-05,2018-01-11,"Come & Visit This Pristine Home In The Greatly Desirable South East Ajax Community! Renovated & Countless Upgrades! Custom Backsplash & Quartz Counter Tops In Eat-In Kitchen, W/ W/O To Patio! Custom Closets! Water Softener System, Tank-Less Hot Water Heater & Natural Gas Connection! Mins To Hwy 401, Parks, Schools, Hospital, Shopping Centre, Community Centre & Place Of Worship. Short Walk To Lake Ontario & Surrounding Beaches!","All Elf's, All Window Coverings, All Blinds, Fridge, Stove, B/I Dishwasher, Washer & Dryer.",7 Hirons Dr,L1S 7N4,Ajax
"53 Hoile Dr, Ajax, ONTARIO, CANADA, L1Z1M7",Detached,2-Storey,Ajax,South East,8,100,"$749,900 ","$749,900 ",2018-02-22,Hoile,53,4,,3,Built-In,2,None,2017-11-22,2017-11-30,"Welcome To Ajax Lakeside And The Tribute Built Charleston Model. This Wonderful Open Concept Home Offers 4 Spacious Bedrooms, Double Car Garage And A Huge Kitchen Complete With Breakfast Area And Open To A Spacious Family Room. At Almost 2500 Sq.Ft., You Will Be Amazed At The Layout And Space This Home Has To Offer. Set Just Steps To The Lakefront, Walking Trails, Parks And Community Centre, Your Family Will Quickly Fall In Love With This Home.","Includes: Fridge, Stove, Washer, Dryer, Built-In Dishwasher, Central Air Conditioning Unit, Garage Door Opener And Remotes, Gas Burner & Related Equipment.",53 Hoile Dr,L1Z1M7,Ajax
"32 Howling Cres, Ajax, ONTARIO, CANADA, L1S7N8",Detached,2-Storey,Ajax,South East,7,100,"$599,000 ","$600,000 ",2018-02-15,Howling,32,3,,3,Built-In,2,None,2017-11-24,2017-12-01,"In Desirable South Ajax Community, Fully Detached All Brick Home. Freshly Painted, Newly Renovated Home, Starting With The Eat-In Kitchen That Includes A Walkout, New Flooring, Ceramic Backsplash And Quartz Countertop. Combined Living And Dining Area Close To Kitchen. Master Suite With Walk-In Closet And An Ensute With Dual Sinks. All Bedrooms Have New Laminated Floors And Baseboards.","Washer & Dryer; Stainless Steel Fridge, Stainless Steel Stove (As Is Condition) All Window Blinds,Drapes Excluded",32 Howling Cres,L1S7N8,Ajax
"92 Howling Cres, Ajax, ONTARIO, CANADA, L1S7R9",Detached,2-Storey,Ajax,South East,34,98,"$659,900 ","$645,000 ",2018-02-01,Howling,92,3,,3,Attached,2,None,2017-11-02,2017-12-06,"Commuters Delight! Easy 401 & 412 Access. Located In Preferred Ajax Community. Home Features Hardwood Flooring Throughout, Enticing Chef's Kitchen W/Upgraded Cabinetry & Quartz Counters, B/I Appliances W/Induction Cooktop. Big Breakfast Area W/Sgwo To Interlock Patio W/Custom Pergola W/Grapevine & Fully Fenced Backyard. Open To Family Rm W/Gas Fireplace. Huge Master Suite W/Sitting Area & 4Pc Ensuite & W/I Closet. 2nd Bedrooms Feat W/O To Balcony.",Hdwd Thru All Bdrms. Big Open Unspoiled Basement Ready For Your Ideas. Include All Appliances & Window Coverings. Home Is Clean & Shows Well. Pride Of Ownership. Enjoy!,92 Howling Cres,L1S7R9,Ajax
"41 Hulley Cres, Ajax, ONTARIO, CANADA, L1S7N3",Detached,2-Storey,Ajax,South East,14,99,"$649,900 ","$645,000 ",2018-04-30,Hulley,41,3,1,4,Attached,2,None,2017-11-28,2017-12-12,"Location!Location!Location! Detached 3 Bdrm House In Desirable South Ajax ""Carruther's Creek Community"". Family Friendly Neighborhood. Steps To Park, School, Ravine, Durham Transit, Go Bus, 401, Shopping & Beach. Very Environmentally Friendly, Green Community. Great Layout. Freshly Painted, Modern Kitchen & Washrooms, Hardwood Floor Throughout Living, Dining & Family Room. W/O To Backyard, Basement Has Rental Potential With Sep. Entrance, Was Rented $800.","Existing Fridge, Stove, B/I Dishwasher, Washer, Dryer, Central Air Conditioning, All Electrical Light Fixtures, All Window Coverings.",41 Hulley Cres,L1S7N3,Ajax
"68 Keywood St, Ajax, ONTARIO, CANADA, L1Z2E4",Att/Row/Twn...,2-Storey,Ajax,South East,23,98,"$594,500 ","$580,000 ",2018-04-30,Keywood,68,3,,3,Built-In,1,None,2017-12-10,2018-01-02,"Rarely Offered Executive Freehold Townhome By The Lake, One Of The Largest Models Boasting Over 1700 Sq.Ft. Beautifully Maintained, Bright & Spacious Rooms W/ Open Concept Design. Upgraded Floors & Neutral Colours. Features Incl Modern 3-Sided Gas Fireplace, Large Dining Room, Fully Fenced & Landscaped Backyard, Convenient 2nd Floor Laundry, Master Bedroom W/ Ensuite Incl Soaker Tub & Separate Shower, 2nd Floor Balcony. Don't Wait, This Home Is Move In Ready!","Stainless Steel Fridge, Stove, Microwave, Dishwasher, Washer & Dryer, Garage Door Opener & Remotes, Central Air, R/I Cvac, R/I Bathroom In Bsmt, All Window Coverings & All Elfs. Exclude: Curtains On Main Floor, Light Fixture In Nursery.",68 Keywood St,L1Z2E4,Ajax
"99 Kings Cres, Ajax, ONTARIO, CANADA, L1S2M8",Detached,Bungalow,Ajax,South East,13,98,"$549,000 ","$537,500 ",2018-04-10,Kings,99,2,,1,Detached,3,None,2018-01-10,2018-01-23,"Charming And Cozy Family Home On Large 50' By 124' Lot, Located Across From Exeter Park. Perfect For Downsizers, Young Families With Kids, Or Investors. Separate Side Entrance To A Large Basement, Easily Converted To Additional Bedrooms, Or In-Law Suite. Spacious Eat-In Kitchen/Lots Of Cupboards. Dining Room Can Be Converted Back To 3rd Bedroom. Close To Go Transit, Shopping, Parks, Restaurants, Hospital, Library, Places Of Worship And City Hall/Services.","Solid Home, Original Hardwood & Tons Of Potential! Incl: Fridge, Stove, Washer, Dryer, Stereo Console, Two Dressers With Mirrors, Kitchen Table/Chairs, Couches/Sofas (All As-Is, No Warranty). No Garage Remote. Hwt Rental @ $17.50/Mth.",99 Kings Cres,L1S2M8,Ajax
"6 Kinnison Crt, Ajax, ONTARIO, CANADA, L1S1K5",Detached,Backsplit 4,Ajax,South East,30,98,"$649,900 ","$640,000 ",2018-05-27,Kinnison,6,3,1,2,Attached,4,None,2017-11-30,2017-12-30,"Totally Updated South Ajax 4 Lvl Backsplit On Quiet Crt Location. Update Kit W/Cab, Grnt Counter Tops, Brkst Bar, B/I D/W, Cer Fl. Open To Formal Din Rm W/Hrdwd Fl & Updated Pic Wind. Formal Liv Rm W/Hrdwd Fl & Updated Pic Wind. Other Updates Incl Hrdwd Fl In All Br, Windows, Shingles, New Bthrm; Up & Down, Insulated Grg Door, All Doors & Flrs, Paint Thru-Out, Gdn Shed. Walk To Hospital & Lkfrt Park & Trails. Home Shows Extremely Well: No Disappointment Here.","Separate Entrance To Lower Level With Bathroom, 4th Bedroom And Large Rec Room Plus 4th Level With Furnace Room , Separate Games Room And Cold Cellar",6 Kinnison Crt,L1S1K5,Ajax
"35 Lewin Cres, Ajax, ONTARIO, CANADA, L1S3A2",Detached,Backsplit 3,Ajax,South East,36,98,"$629,900 ","$618,000 ",2018-01-22,Lewin,35,3,,2,Attached,1,None,2017-11-22,2017-12-28,"Live By The Lake!! Sought After South Ajax Waterfront Is At The Bottom Of Your Street!! Miles Of Walking/Biking Trails Steps Away. Walking Distance To Both Public And Catholic Schools With French Immersion. This Well Laid Out Home Is Located On A Quiet Crescent And Features Gleaming Hardwood Floors Throughout. Main 4Pc W/Granite Countertop & Heated Floor! Renovated Kitchen Has Glass Front Cabinets,Under Cabinet Lighting & Plenty Of Counter & Cupboard Space.","Incl: Fridge, Stove, B/I Dishwasher & Microwave, Washer, Dryer, Furnace, Cen Air, Window Coverings, Light Fixtures. Garden Shed In Back Yard. Hot Tub. Windows, Roof, Doors, Baseboards Have Been Updated. Move In Before Christmas!",35 Lewin Cres,L1S3A2,Ajax
"4 Lurcook St, Ajax, ONTARIO, CANADA, L1S0B9",Att/Row/Twn...,2-Storey,Ajax,South East,38,99,"$549,000 ","$545,000 ",2018-02-05,Lurcook,4,3,,3,Built-In,2,None,2017-12-04,2018-01-11,"Great Value For 6Yrs Old, 3 Bedroom Home In A Great Location - Bright And Open Concept Design With Modern Gourmet Kitchen And Upgraded Stainless Steel Appliances, Hardwood Oak Floors Throughout Main Floor, Access To Garage. Quality Berber Carpet On 2nd Level And Plenty Of Storage. Walkout To A Fabulous Deck With A Built In Gasline For Your Bbq.","All Upgraded Stainless Steel Kitchen Appliances - Fridge, Dishwasher And Range, Washer & Dryer; Gd Opener With 2 Remotes, All Elfs, California Shutters, Water Softener, Owned Hot Water Tank; Pantry And Backyard Shed.",4 Lurcook St,L1S0B9,Ajax
"3 Milham Dr, Ajax, ONTARIO, CANADA, L1S 7S1",Detached,2-Storey,Ajax,South East,21,98,"$659,000 ","$645,000 ",2018-04-30,Milham,3,3,,3,Attached,2,None,2017-11-02,2017-11-23,"Bright And Spacious Impeccably Maintained 3 Bdrm, 3 Bath All Brick Family Home. Great Location Close To All Amenities And 401. Updated Eat-In Kit With Granite Counters, Built-In Pantry, Gas Stove And Over-Sized Island. The Open Concept Family Room Features A Cozy Gas Fireplace, California Shutters And Walkout To A Custom Deck And Private Backyard.",The Master Is A True Retreat With Spa Like 4Pc Ensuite With Granite Counters And Large Walk-In Closet. You Won't Be Disappointed!,3 Milham Dr,L1S 7S1,Ajax
"16 Parish Ave, Ajax, ONTARIO, CANADA, L1Z1N2",Detached,2-Storey,Ajax,South East,104,97,"$820,000 ","$795,000 ",2018-01-12,Parish,16,4,,3,Attached,2,None,2017-08-24,2017-12-06,"Beautiful Open Concept 4 Bedroom 3 Bathroom Tribute Home In South Ajax Lakeside Community! Steps To The Lake And Trails! Beautiful Hardwood Floors. Granite And Quartz Countertops In The Kitchen, Laundry And Baths. Master Suite With Soaker Tub, Separate Glass Shower And Walkin Closet. Garage Door Entrance Into Separate Mud/Laundry Room. Gas Bbq Hookup. 2 Gas Fireplaces. Many Upgrades Including Paint, Garage Doors (2015), Roof (2015), Most Windows (2015).","Fridge, Stove, Washer, Dryer (2015). Stand Up Fridge/Freezer In Basement",16 Parish Ave,L1Z1N2,Ajax
"710 Pickering Beach Rd, Ajax, ONTARIO, CANADA, L1S3K8",Detached,Bungalow-Ra...,Ajax,South East,12,101,"$634,900 ","$640,000 ",2018-03-13,Pickering Beach,710,3,1,2,Built-In,4,None,2018-01-09,2018-01-21,"In Sought After South Ajax, Walk To Lake, Schools, Great Fam. Area. Large Pool Size Fully Fence Lot W/ Large Deck & Step Down To A Cover Wood Gazebo.Main & Lower Level Have Been Upgraded Incl. 2 Kitchens,2 Bathrms. + Main W/Jacuzzi Tub, Hardwood Flooring,Apt. Is Stunning W/Sep. Entrance, Large Foyer W/ Built In Closet & Storage On Both Sides. Quartz Countertops, S.S. Hood Fan, Brick Frpl. Sound Barrier Insul.Betw Floorsa Must See To Believe! Home Shows A 10 +","All Elf's, All Win. Coverings (Excl:Light & Drapes In Girls Rm.)2 Fridges, 2 Stoves(1Gas) B/I Dishwasher, S.S. Washer/Dryer,2 Garden Sheds,Gazebo. Central Air(2006) Alarm System (As Is) Seller Never Used It. Windows Replace 2006, Roof 2017,",710 Pickering Beach Rd,L1S3K8,Ajax
"126 Sharplin Dr, Ajax, ONTARIO, CANADA, L1Z0P5",Detached,2-Storey,Ajax,South East,82,96,"$1,279,000 ","$1,225,000 ",2017-12-31,Sharplin,126,4,,5,Built-In,2,None,2017-09-07,2017-11-28,"Fabulous Custom John Boddy Barrington Model Home Located In Eagle Woods Subdivision Backing To Conservation. This Family Home Has Been Upgraded To Include 10 Foot Ceilings, Crown Models, Wainscotting, Premium Doors And Hardware, Wood Trimmed Sklight, Oversized Double Garage. Unique Floor Plan With Numerous Upgrades.","S/S Fridge, B/I Oven, Cooktop, Dishwasher, Front Loading Washer And Dryer, Microwave, Crown Mouldings, Hardwood Floors, Wainscotting, Finished Walkout Basement, Custom Master Shower, All Window Coverings, All Electric Light Fixtures.",126 Sharplin Dr,L1Z0P5,Ajax
"11 Thorncroft Cres, Ajax, ONTARIO, CANADA, L1S2S2",Semi-Detach...,Bungalow,Ajax,South East,22,99,"$521,500 ","$517,000 ",2018-05-09,Thorncroft,11,3,1,2,None,4,None,2017-12-11,2018-01-02,"Fantastic First Time Buyers Or Income Property Semi Detached Bungalow W/Legal Basement Apartment.Beautiful Upgraded Upper Kitchen W/Separate Laundry,Great Family Neighbourhood Near Schools,Shopping,Ajax Waterfront.Ideal For Commuters - 6 Min Drive To Go Train & 401.Backs Onto Parkette.Basement Tenant Pays $1,000/Mth All Inclusive Including Cable & Internet.Roof Re-Shingled June 2014.Shows Extremely Well...You Won't Be Disappointed!!","Upstairs:Fridge,Stove,B/I Dw,Stackable Washer & Dryer,4 Smoke & 2 Carbon Monoxide Detectors,Basement:Fridge,Stove,B/I Dw,Washer & Dryer,All Elf's,Fireplace Screen,Pot Lights,Tool Shed,All Wind Covg's,Hwt(R) $27.60 + Hst To Be Assumed.",11 Thorncroft Cres,L1S2S2,Ajax
"131 Whitefoot Cres, Ajax, ONTARIO, CANADA, L1Z2E3",Att/Row/Twn...,2-Storey,Ajax,South East,23,98,"$619,900 ","$610,000 ",2018-02-07,Whitefoot,131,3,,4,Attached,1,None,2017-11-07,2017-11-30,Welcome To South Ajax! Executive End Unit Townhome With A Premium Pie Shaped Lot & No Neighbours Behind. Modern Open Concept Design W/ Contemporary Decor. Classic Hardwood Floors Embrace The Main Level While Extra Windows Provide Tonnes Of Natural Light. Large Master Suite W/ Spa Bathroom & Wic. Spacious Secondary Bedrooms. Beautifully Finished Basement With Wet Bar & Pot Lighting...Great For Entertaining!!!,"Professionally Landscaped Front & Rear Yards, Maintenance Free Deck, Private Hot Tub Area, Interior Access To Garage, Second Floor Laundry, Bonus Bathroom In Basement, Surround Sound, Corner Gas Fireplace. Close To Hwy 401/412.",131 Whitefoot Cres,L1Z2E3,Ajax
"19 Wiseman Dr, Ajax, ONTARIO, CANADA, L1Z 1K9",Detached,2-Storey,Ajax,South East,11,99,"$874,900 ","$870,000 ",2018-02-09,Wiseman,19,4,2,4,Built-In,2,None,2017-11-09,2017-11-20,"Tribute Wakefield Model Located In Lakeside Community-Steps To Lakeside Part & Trails. Gleaming Hardwood, Open Concept Kitchen & Family, Fireplace, California Shutters, Pot Lights, Pantry, Breakfast Bar, W/O To Composite Deck & Large Yard. Cathedral Ceiling In Living Open To Formal Dining. Main Flr Laundry W/Garage Access. Oversized Master Offers W/I Closet W/Organizers, 5 Pc Ensuite & Double Doors. 3 More Generous Sized Bedrooms W/Hardwood & 1 W/Balcony","Basement Is Finished W/5th Bedroom, Wet Bar, Rec Room, Exercise Room & A 3 Pc Bath. Offering Tons Of Storage. See List Of Inclusions And Exclusions Attached.",19 Wiseman Dr,L1Z 1K9,Ajax
"19 Woodhouse Cres, Ajax, ONTARIO, CANADA, L1S2N5",Detached,1 1/2 Store...,Ajax,South East,9,101,"$400,000 ","$405,000 ",2018-03-15,Woodhouse,19,2,1,1,None,3,Inground,2017-11-28,2017-12-07,"Freshly Painted Detached 2+1 Bedroom With Finished Basement. Updated Kitchen And Bathroom. Huge Parklike Backyard With Inground Pool. Hwt(2015) Furnace & A/C (2013), Pool Liner (2012), Roof (2006), Mostly Newer Windows.","Fridge, Stove, Dishwasher, All Elf's, Alarm System, 2 Sheds, Water Softener, Pool & Equip.",19 Woodhouse Cres,L1S2N5,Ajax
"51 Woolf Cres, Ajax, ONTARIO, CANADA, L1S7N6",Detached,2-Storey,Ajax,South East,7,99,"$639,900 ","$633,000 ",2018-03-28,Woolf,51,3,1,4,Built-In,1,None,2017-12-01,2017-12-08,"Well Maintained 3+1 Bdrm, 4 Bath Detached Home In South Ajax! Close To All Amentities: School, Hospital, Waterfront Trail, 401/412; New Stainless Steel Stove & Fridge (Nov 2017), Roof 2015, A/C 2012, Owned Hwt. The Open Concept Family Room Features A Cozy Gas Firplace; Spacious Kitchen Walkout To A Custom Deck; Professionally Finished Basement With One Office (Could Be A Bdrm) And Recreational Room; Generous Size Bedrooms; Master W/ Walk-In Closet & 4Pc Ensui","S/S Fridge, S/S Stove, Dishwasher. Washer, Dryer. All Electrical Light Fixtures; Excluding: The Drapes In The Family Room, Bedrooms, Master Bath.",51 Woolf Cres,L1S7N6,Ajax
"34 Banner Cres, Ajax, ONTARIO, CANADA, L1S3S9",Link,2-Storey,Ajax,South West,39,99,"$539,900 ","$532,000 ",2018-03-13,Banner,34,3,,2,Attached,2,None,2017-10-27,2017-12-05,"Prime South Ajax Home On Large Lot + Mins To Lake. Fully Renovated From Top To Bottom. This Beautiful Home Features Hardwood Through Out, Hardwood Stairs. Two Totally Renovated Bathrooms With High End Finishes. Kitchen Also Features Quartz Counter Tops, Custom Backsplash, New Cupboards And Stainless Steel Appliances. Bring Your Fussiest Buyers. There Is More To See. This Home Will Not Last Long!","Brand New Never Been Used Appliances: S/S Fridge, Stove, Microwave, Dishwasher, Front Load Washer + Dryer. Gas Burner And Element. All Elf's Air Conditioner (As Is)",34 Banner Cres,L1S3S9,Ajax
"1 Bondsmith St, Ajax, ONTARIO, CANADA, L1S0A5",Att/Row/Twn...,2-Storey,Ajax,South West,19,99,"$544,900 ","$540,000 ",2018-01-24,Bondsmith,1,3,,3,Detached,1,None,2017-11-25,2017-12-14,Beautiful End Unit. Open Concept Freehold Townhome Filled With Lots Of Natural Light. Located In Great Area Of Ajax. Walking Distance To All Amenities. Many Great Features Include Pantry With Roll Out Drawers. Walkout From Breakfast Area Of Kitchen To Balcony. Walkout From Family Room To Fenced And Landscaped Backyard. Mirrored Closet Doors On Laundry (2nd Floor) And In Bedrooms. Freshly Painted Top To Bottom. Move-In Condition.,"Includes: Mirrored Closet Doors, All Appliances (Fridge, Stove, Washer, Dryer, B/I Dishwasher & Microwave), All Light Fixtures And Window Coverings, Central Vacuum & Equip, Gazebo In Backyard.",1 Bondsmith St,L1S0A5,Ajax
"17 Cullcastle St, Ajax, ONTARIO, CANADA, L1S0B1",Att/Row/Twn...,3-Storey,Ajax,South West,15,100,"$529,000 ","$530,000 ",2018-01-18,Cullcastle,17,3,,3,Attached,1,None,2017-11-18,2017-12-03,"Walking Distance To Go Station, And All Major Franchise Of Canada On Walking Distance Like Banks, Food And Shopping. Fully Painted And Brand New Flooring With Lighting. Well Maintained Gorgeous 3Br Home In High Demand Area Ready For You To Move In. Large Open Concept Kitchen. Shows Like A Model Home. Close To 401, Transit, Go Station & Other Amenities.",All Appliances In Very Good Working Order But As Is Condition.,17 Cullcastle St,L1S0B1,Ajax
"112 Kings Cres, Ajax, ONTARIO, CANADA, L1S2M7",Detached,1 1/2 Store...,Ajax,South West,1,102,"$525,000 ","$535,000 ",2018-03-18,Kings,112,2,,1,None,3,None,2018-01-17,2018-01-18,"**Above & Beyond!!** Substantial Renovation / Rebuild (2014) With Extensive List Of Improvements & Upgrades *See Viewing Guide For Detailed List* Modernized Open Concept Layout With Great Flow Between Living Room / Kitchen / Dining Room. Gorgeous Fireplace, Spectacular Kitchen With High End Touches, Main Floor Laundry Room, Oversized Bathroom With Separate Makeup Vanity Area & Loads Of Storage.","Finished Basement Offers Even More Space With Large Rec Room & Great Workshop / Utility Area. All This & A Fabulous 125' Deep Lot Backing Onto Park, Fully Fenced Yard, Large Deck For Entertaining & Beautiful Koi Pond. *Don't Miss The Video!",112 Kings Cres,L1S2M7,Ajax
"47 Rands Rd, Ajax, ONTARIO, CANADA, L1S3H5",Detached,Backsplit 3,Ajax,South West,27,100,"$548,900 ","$546,500 ",2018-03-31,Rands,47,3,1,2,None,2,None,2017-11-23,2017-12-20,"Stunning, Renovated Home,Ideal For Starters & Downtown Commuters,No Expense Spared.The Open Foyer Welcomes You Into The Warm Living Space, With Hardwood Floors & Pot Lights. Brand New Kitchen With Stone Counters,Stainless Steel Appliances,With A Breakfast Area & Side Entrance Leading To Deck.Finished Basement With Bedroom & Ensuite Washroom.3 Bedrooms On Main Are Generous Size. Furnace And Air Conditioner Installed 2017. Durham Transit Right At Doorstep.","Short Drive To Ajax Go Station. Ajax Waterfront & Trails. Fridge, Stove, Dishwasher, Washer, Dryer, Furnace, Airconditioner,All Light Fixtures. Garden Shed",47 Rands Rd,L1S3H5,Ajax
"7 Simonds Dr, Ajax, ONTARIO, CANADA, L1S4X3",Detached,2-Storey,Ajax,South West,31,97,"$900,000 ","$875,000 ",2017-12-28,Simonds,7,4,,3,Attached,4,None,2017-10-27,2017-11-27,"Incredible 2718 Sq. Ft. Brick Home Just Steps From The Lake & Rotary Park. You'll Love The Oversized Entryway With 17 Ft Ceilings, Updated Kitchen With Sunny Breakfast Area & W/Ot To Deck, Living Room W/Bay Window, Cozy Family Room W/Fireplace & Ample Dining Room For All. The Master With W/I Closet & Renovated Ensuite Will Draw You In, But Don't Miss The Beautiful Main Bath Or Powder Room. Both Renovated! Shingles Replaced '16","Includes Fridge, Stove (2017), Microwave/Rangehood (2017), Dishwasher (2017), Washer & Dryer, All Window Coverings, All Light Fixtures, Central Air, Central Vac And Accessories, Garden Shed, Garage Opener & 2 Remotes And Hot Tub.",7 Simonds Dr,L1S4X3,Ajax
"4 Slater Cres, Ajax, ONTARIO, CANADA, L1S3J3",Detached,Sidesplit 3,Ajax,South West,76,97,"$669,000 ","$647,000 ",2017-12-31,Slater,4,4,,2,Built-In,4,Inground,2017-09-14,2017-11-29,"Sought After South Ajax. Open Concept With 2 Walk Outs To Inviting In Ground Pool, Backyard Patio And Pool House. Fully Detached With 50Ft Frontage On Pool Size Lot. Private Backyard Get-Away And Easy Stroll To The Waterfront, Walking Trails & Parks. Simply Move In And Enjoy!","Fridge, Double Gas Stove, Washer, Dryer, Dishwasher, All Elf's, Window Coverings, Inground Pool 4 Year Liner, Heater, Creepy Crawler, Pool House, Gas Bbq With Hookup Fully Fenced Backyard Patio, Perennial Gardens, Direct Garage Access.",4 Slater Cres,L1S3J3,Ajax
"85 Swanston Cres, Ajax, ONTARIO, CANADA, L1S3J5",Detached,Backsplit 3,Ajax,South West,2,101,"$499,900 ","$505,000 ",2018-01-31,Swanston,85,3,,2,None,2,None,2017-11-24,2017-11-26,"Adorable Renovated 3 Bdrm, 2 Bathrm Home In Demand South Ajax! New Kitchen (12) W/Pantry & Pull-Out Drawers, B/I Microwave, Ceramic Flrs & Eat-In Area! 2 Beautifully Renovated Bathrms In 2013 With Walk In Shower In Bsmt! Hardwood Flrs, Separate Entrance To Bsmt W/Laminate Flrs. Interlock Porch & Walkway - 2013, Roof - 2012 W/ 50 Yr Shingles, Hi - Eff Furnace & Cac - 2009, Windows Upgraded. Quiet Neighbourhood Close To Duffins Bay P.S., Parkland & Stores.","Fridge, Stove,B/I Microwave Rangehood, Washer, Dryer, All Elfs, Shed, Furnace & Cac, Hwt (Rental). Excl: All Window Coverings, Kit Island & Island Light Fixture. Loads Of Storage In Crawl Space!",85 Swanston Cres,L1S3J5,Ajax
"93 Swanston Cres, Ajax, ONTARIO, CANADA, L1S3J5",Detached,Backsplit 3,Ajax,South West,10,98,"$499,500 ","$489,000 ",2018-02-28,Swanston,93,3,,2,None,4,None,2017-11-27,2017-12-07,"Charming Home With Lovely Private Rear Yard. Awesome Area-Close To Waterfront Park, Duffins Bay Greenbelt & Steps To Duffins Bay Public School. Tastefully Upgraded-Beautiful Kitchen With Maple Cabinetry, Pantry, Pot/Pan Drawers. Newer Laminate On Main & Upper Level, Crown Mouldings & French Doors, Newer Front & Side Doors, Upgraded Windows, Upgraded Recreation Room. New Roof Shingles June/10 Smoke & Pet Free Home.","Includes: Fridge, Stove, Bi Dishwasher, Bi Microwave Hood/Vent Fan, Washer, Dryer, Upright Freezer, Gazebo, Lawn Furniture, Bbq, 4 Garden Sheds.",93 Swanston Cres,L1S3J5,Ajax
